delta_P,r,mu,L,Q
7357.375058054933,0.001271384022136925,0.008188538630406708,4.14834153820708,2.2223316471208735e-07
9448.522861836362,0.004560118708615638,0.001064680444220021,9.585858455728468,0.00015720925447899113
3092.059584090047,0.0007870223017281265,0.0011141322136197318,9.459710923201165,4.420193683321312e-08
3190.397794459859,0.009505562710221896,0.002983927596312205,5.004852223454528,0.0006849147320548436
6825.006948763662,0.0014432975221130289,0.004188395142020002,2.5115291242536157,1.1056064960342133e-06
4544.4781461908815,0.0036767934548505117,0.004645215568098617,9.54592853883596,7.355238994562775e-06
2437.0167429555167,0.0063870271969835675,0.007839786804189813,8.063292031238408,2.519398223289265e-05
3677.501467431899,0.005299650163317455,0.0034049011584944243,9.88527399074557,3.384607627658471e-05
2606.5551542433464,0.007422292202962548,0.004721282924497266,3.3632749094914103,0.00019563952599533808
6647.61861239586,0.004666196993226131,0.009863760132462138,8.209679437184446,1.5283033204875718e-05
2383.8629463941966,0.009447974177678972,0.001875628239511634,4.914142106427466,0.0008092849898221515
9675.696351533055,0.0036542169044985855,0.005032248022681983,2.8126011196266782,4.7868434280959294e-05
2815.4982322002425,0.005613155054047647,0.003176470015687218,5.86418480288309,5.892381978582912e-05
5004.32730129981,0.00445674509307288,0.003841650548498882,8.326238965896136,2.4238740197792715e-05
5537.069861348674,0.0054243205201377764,0.005036372673395169,9.819897889925247,3.8062423172792674e-05
5256.3324249528,0.003306245615233659,0.001643796913185802,4.578019213153023,3.2776108695011155e-05
814.1076066731531,0.0041958754254765585,0.0014561345942935933,0.18671536812644346,0.00036446049086575466
9392.042188032297,0.000604862491162974,0.004628189903518188,0.9291878790097007,1.1479734107903978e-07
1313.8792142395146,0.005543688450038648,0.00449193621058624,9.697427236822541,1.118717622512355e-05
4676.454969202916,0.009415694527343024,0.0023177735271917147,1.2238422522576988,0.005088498403336836
4147.773378790553,0.0018722376651321955,0.009763241134140302,3.243162379580812,6.320568003408224e-07
4094.767295879334,0.00807858834453142,0.0034358909960016453,1.031852252862329,0.0019318532468368195
1605.928021441159,0.0021165390125683836,0.0035703097513693984,1.0686827993441246,3.3169303940581936e-06
5789.2636504291195,0.005822779857957804,0.0058857086147716285,3.901718213764877,0.00011380203800385875
347.8486386736308,0.003718094513021091,0.003785139458897449,4.302428698338613,1.6030103548891362e-06
9705.637344606492,0.008910159461119543,0.009260184360222919,7.852919854615,0.00033035056433780997
7212.5779099225165,0.005118266621637608,0.007399805840486993,9.459024990109508,2.7769964690741133e-05
997.5725222723737,0.0034795686206484603,0.002411797494620271,7.244811202385291,3.286533582938044e-06
5584.161610884646,0.001837155950053768,0.005697972862687468,4.53173429904253,9.674246384946247e-07
5567.28024860635,0.00035114766286632276,0.003117504385548404,1.5435303272716756,6.907801640721781e-09
5291.068604936027,0.00424384760737756,0.0013781739220788771,8.12455767408102,6.0191982296397015e-05
7432.177260783852,0.0024409478703240604,0.004137196236464229,7.343482722722412,3.4103720856023055e-06
1001.4846501814653,0.00033997765532291186,0.0072671333322678056,4.224739767481787,1.7113647782498648e-10
7540.07163280262,0.004362836275352633,0.0014903545835111788,4.169725747581535,0.0001726290658639416
9039.98610918273,0.0025197524381210673,0.001536970440165203,1.7607174290600927,5.288152452665253e-05
8584.840537485858,0.005492169510585033,0.005339456298564272,8.728558165241772,6.581551790088536e-05
9122.228359113109,0.005705232712685325,0.009911675198883006,5.739870094450685,6.671218342056301e-05
4972.473841572499,0.008801983057978949,0.007500141783798895,4.374772072039643,0.0003572149295419925
7829.618929089318,0.0086612873971436,0.007720952332868159,2.4493698005667914,0.0009149662587606186
6071.3340724927475,0.004852348320734698,0.007499626531162804,9.226370932325528,1.9102110072261518e-05
3520.9956751764653,0.0014504623597782825,0.005837676656419771,1.200350704961338,8.733795963373553e-07
5464.021454441228,0.008766743758518986,0.0029769614241966697,2.5555830969735815,0.0016659513659939811
4758.037154585257,0.001899173323661382,0.004305162670599551,6.71224205509311,8.41180013004594e-07
4973.88615074857,0.00994924813319429,0.00327248397941634,8.406644642558433,0.0006956912741939567
9690.667971469089,0.005088772381496233,0.008222789281656142,7.043993430741057,4.4058286030721546e-05
6990.161901091727,0.008748774289470932,0.003964260651878479,1.4902547793104557,0.002722157469350153
2665.334607561548,0.000493153949528352,0.007463778093944842,9.165928711724597,9.049123021627262e-10
6117.995719077322,0.0037210363996314634,0.007834291594552149,7.119923020533031,8.257521206641295e-06
4656.237559223337,0.00953656446012109,0.0025316708478556734,0.3083442473899387,0.019374018886564832
8105.2886061448635,0.00974912917217402,0.001977673931230829,4.80823761215276,0.003023786038819978
3476.1889184079723,0.008162832191656609,0.0027872984896601116,7.011907920449785,0.00031010377049741917
5116.639089446243,0.004895503615030515,0.002546922502120425,9.785451691586303,4.630603170491066e-05
9452.578242801474,0.006547680078622946,0.004060704143378866,3.110878649565682,0.0005401017117821566
3993.2576682185904,0.009589479026139562,0.0026039326169402,1.119128024585684,0.004550485780411028
455.69109470408773,0.007949759277232923,0.005558437960323683,2.4933546547452368,5.157147113743169e-05
6000.777486104286,0.009403962465690788,0.0013017718491293263,9.56786049867643,0.001479657659694604
419.2414239991121,0.008253237199838679,0.005924518709203316,4.142918123158588,3.112160279433069e-05
3864.6799788761396,0.005135645518372532,0.009036544642705334,8.158462569566266,1.431999469137047e-05
1201.4703635996987,0.00741657190844134,0.0043510518206842114,1.9102381346883641,0.00017175288041167038
7279.401851038621,0.0019026269790340703,0.004779750036370421,2.4574864112535986,3.189142116965899e-06
2878.7968212097817,0.0036982024441810143,0.007251169083982162,6.653060210363986,4.3833297118611665e-06
5250.615126985746,0.008131713760299595,0.005552262380364986,8.79657913660025,0.00018459273623228884
9512.165829079086,0.008223386285391156,0.004709277995395715,7.419377782450941,0.0004889002398552133
151.5390042595866,0.008862585937781803,0.00471320196047161,2.618746238582264,2.9745185831261173e-05
1598.3428343313733,0.006664904776911174,0.0018844149123101973,7.537004062735976,8.720278154323473e-05
3582.0202896462783,0.0021273985156327396,0.00486289470936266,9.741254380390423,6.082380481100681e-07
7447.579502687856,0.0032107421820050017,0.007483258322017032,9.371697607456264,4.431877670216219e-06
4157.578459042006,0.004378358592239222,0.0027351527213688408,2.3598288721303273,9.295731258470856e-05
8392.797468584888,0.007238421874756536,0.0072510725612798445,0.40450389111636886,0.003084730584362654
6110.26540965152,0.009429746056463609,0.008955081671487324,9.429066740153463,0.00022468893678523463
2244.394933755344,0.004654704644299497,0.003845454259568715,4.2808105847638505,2.5133560646308965e-05
6284.348719032872,0.005584568572661455,0.005238035209127778,1.004520336026334,0.00045619605686544553
255.72048829815407,0.006849304303063677,0.009695173083998861,7.164725787225847,3.1816772085263843e-06
8108.383131361883,0.008934159123085043,0.006663531284729786,0.686902875773042,0.004432095447841492
3789.149241687568,0.008948442415948808,0.008607917293049421,1.2926557058273607,0.0008574532178416348
7849.402274486222,0.004967644173137417,0.007328706253861975,9.853559160747801,2.5994289432689714e-05
255.13903058081195,0.00020700453873354844,0.005479991457740679,6.01845138432247,5.578168382327368e-12
8918.212773882746,0.0014049441448681034,0.001461433722230934,3.997780153525482,2.3354787400719574e-06
5552.019876626519,0.0007312685478511794,0.008800678076487125,0.9990323605447399,7.091249818038735e-08
2261.818418331019,0.0014648189830259548,0.004750558941035692,8.364868666526178,1.0290811481970956e-07
6471.712915714174,0.00410708309819563,0.0046776946961938105,0.8867113769481522,0.00017434076038667326
7082.2773493474015,0.004033340251391355,0.0048970519292357295,9.318611220669215,1.6128959652575005e-05
2906.250317260376,0.005351965442200141,0.009651533676974161,5.044779573958846,1.9231252942730393e-05
3040.873357087555,0.005570078036328395,0.006166102251792799,6.199343875171123,3.0070931983039132e-05
5770.990243127459,0.001323945111752268,0.008807470200546414,4.44773171127452,1.7774622363367935e-07
9880.574769768833,0.004838410388272152,0.0026321548106938496,0.4895826400591664,0.001650119755196742
5121.683307700068,0.009541489866271244,0.0013771340662389632,7.26100543098098,0.0016671105390007907
4490.601703407197,0.0005488948728760251,0.0030452623283140426,2.1892176813887496,2.401084597647887e-08
7508.512706621263,0.0011721000979664547,0.003414041082378841,3.141972852922167,5.188017633650226e-07
6617.621753655867,0.007201662375215245,0.004148680896541865,5.176282489795101,0.00032551038864822574
3142.133425872017,0.0022769477441080574,0.005971863841317697,7.887228487222548,7.041455576606063e-07
5755.627422896803,0.00024391169704839825,0.006251275638360163,9.069347894616767,1.411036864202737e-10
7309.028575344104,0.00790462845942058,0.0028521371636442347,9.058619237767894,0.00043372352546524847
1299.5299419683142,0.007881435100102216,0.0016640802467764624,4.25377421998319,0.00027817538037446546
1216.8563962698909,0.009200187187407914,0.001696574102006,8.75108831337705,0.00023059557518034722
9177.70890820411,0.003624254186929488,0.009532433227806194,0.1733711489002195,0.00037626009674044726
857.9014787759254,0.004555335265410422,0.002941497527584787,8.302704391713089,5.940057134503028e-06
9740.070027382482,0.009536313135332448,0.003318389627866299,6.113248791665273,0.001559353321671534
2257.644850680712,0.0014020123182569364,0.006475555316728475,6.52562675666624,8.106316943850432e-08
9374.00188733833,0.00749836167613021,0.0050582715371557,1.5205529858929396,0.0015130272925092368
2951.154892114167,0.009707735778032604,0.0035196799038059797,5.470462191522005,0.0005345600389032588
6657.668310048031,0.002753129077867588,0.005803362220687257,2.3223365173101334,1.114508805746675e-05
3220.482401740045,0.009405514564239034,0.0024328604259969224,2.914097696646946,0.0013960139412734888
4975.707621517189,0.005329326124564396,0.0012144131839044309,8.796602275536154,0.00014754432106585917
2282.389207683811,0.008561583971135562,0.0024802654583672627,8.943488860362876,0.00021710055691845674
7615.760708495647,0.008517308720468613,0.007905454664934024,9.93090301638722,0.0002004781927673221
4534.314777844276,0.0057622332478431786,0.007591761146355307,1.1966432566393437,0.00021608650944972827
4986.411586832053,0.004324344272165027,0.006527566680304342,4.0196199488969295,2.6097129867504155e-05
2353.143622647063,0.00211272794449733,0.005368627945195162,9.503492353327328,3.60857794022648e-07
9622.451265667052,0.0010620599177669898,0.0053083658620398785,1.3010274317819477,6.96136459410972e-07
8987.67987416692,0.001280934804100802,0.006471360534603211,0.12476221164079135,1.1768928486478006e-05
556.2746263082508,0.009809578188038213,0.0067063970737781765,2.0738865547323533,0.000145437435871612
7484.322411554538,0.003921232399620803,0.004196253405103555,4.627377475487994,3.578541583712836e-05
8744.212742311767,0.009376581666455507,0.002705676126454478,8.683433139500437,0.0011297737730790606
4101.635523045183,0.008063615765987847,0.006703459091433991,6.9478567620418294,0.00014621314976967194
3985.43062087994,0.001602143837936755,0.0024605405140115544,7.233270652666908,5.793965675149152e-07
9306.003615151647,0.0024553494776102334,0.004413666464514146,3.675910033875872,8.186758500094065e-06
6324.12942716648,0.002332652349196312,0.009524441999583931,6.302370516130788,1.224946815968766e-06
7833.398430756955,0.003335220789863488,0.005178686921562573,7.675811587848316,9.57556694941022e-06
8849.465124626096,0.005189748333615976,0.003094672083856443,5.936065710265095,0.00013722990515163143
6786.2255912753535,0.006427263776912387,0.0012320488471519694,2.543958607441492,0.0014509575490421422
4942.840707291612,0.005055477065866049,0.008588249757308274,5.874845842016282,2.5129505220823327e-05
4384.902980238034,0.0037910144354799972,0.002543602003419343,1.810191635684467,7.724456196426689e-05
2410.634109229966,0.005981549620528759,0.004147723959666496,6.304267026942873,4.634486023805274e-05
2497.96970239701,0.006324882600781739,0.0017680337016547643,4.107814295272506,0.00021615017241678787
7316.4645508240665,0.009313165463298237,0.002034996473478803,1.1848861223309963,0.008964171574866604
7728.382655485066,0.008863668465212114,0.004468923954646933,7.556810869477996,0.0005547036187463584
9782.564789068858,0.0031666398315230715,0.0058966089465917575,4.653642135454938,1.4077060899109482e-05
5140.826653512319,0.0018831447496622418,0.008399666468520209,4.809363943067043,6.28460484598159e-07
3876.4495056528394,0.006784144203248705,0.008406133123848678,1.4079470259326565,0.0002724530797669139
4996.180586320156,0.009242507413772848,0.0048687552694634,7.13567552502371,0.00041210150929888454
9391.520736346658,0.005674958803303484,0.005852950567758305,1.0636016196569873,0.0006144588644289458
7916.784482193995,0.0041019229795226705,0.0074450455010831446,2.88392184080163,4.0992827181384495e-05
7899.773415932373,0.005988477703108803,0.003232965646896371,0.5233934373220703,0.002357821401603614
4757.604908529406,0.008436979729641763,0.002538618409570203,4.671383973876137,0.0007982764005430653
1739.6974853119991,0.007610299414295216,0.0031879332482914933,8.216904263024785,8.748289573843704e-05
5526.987244028032,0.008873422529836602,0.0028725388490315916,0.4543148256497297,0.01031074807367865
1024.2931184929203,0.005083244008808458,0.006963374186354769,8.184603175269785,4.712274808628491e-06
6555.149961328226,0.009791343547476928,0.0068297121333114425,2.6680828647180084,0.0012984043445652853
6581.007723305842,0.000931779790754863,0.006900297640842222,8.971736450582997,3.146741747684066e-08
1159.8937646242,0.0038799447080542252,0.0027275001444973333,9.659315829313,3.9180420920183554e-06
5492.08929184495,0.005201613715941174,0.004102428955815418,4.3061858438408676,8.93749942232716e-05
7096.650325073361,0.0019086572928029278,0.0023255074661031353,5.057711230222914,3.144512668241684e-06
6619.172695779265,0.004764807138035625,0.003446416378262383,8.64834276905925,4.495150791129765e-05
1942.9430006023908,0.009363629530391344,0.0077892236600536425,3.4879298319792933,0.00021589119108421517
9317.52420110049,0.004426939874526389,0.006290089021688378,3.338551998351176,6.692062257390912e-05
5937.110924118078,0.008935796235153831,0.00625403017248036,3.391536202112348,0.0007008283263542445
5499.569362614933,0.004191851581112024,0.009134496186979379,7.010695208764745,1.0412774750776425e-05
5342.459884904591,0.0027985033288965753,0.002689177832578229,7.579733141653584,6.312930796667311e-06
5993.940606475277,0.0057956812631904595,0.0016259451731837436,8.530750254943463,0.00019146842673005684
107.98488337159911,0.008225705124332579,0.005425909823538086,8.600660682676102,4.16016935841188e-06
693.486174647212,0.0031645926026978555,0.007381251971010785,9.8743971924115,3.7473849128548357e-07
4849.996791120188,0.0011556328953599307,0.005295606241378756,2.898701451205302,2.2128997831787475e-07
3905.1225577161076,0.008580247500201374,0.005837042500319324,4.096769889063418,0.00034758368987183245
4175.206144879777,0.005638998436742818,0.009572111970181749,0.8996974441984923,0.00019250474933927612
9230.729448518432,0.004432417444955068,0.009706415411470066,4.820542274432606,2.9902242537196506e-05
3166.3272071589718,0.003923763158064021,0.007238756761810569,1.2711786317309408,3.2029949302802295e-05
5203.27812101432,0.004985927156686923,0.008096118398858591,7.3897559776280985,2.1106377164917954e-05
5476.154376292018,0.008488871141066157,0.001289737407495219,1.8046802105190058,0.004797707651165065
1513.0254281453156,0.00788605422566372,0.004972429931834877,3.66150186115132,0.00012621681516718734
8633.362483873412,0.009372270388121863,0.005702569094195678,2.332950753854024,0.0019662691786931706
7835.839047953092,0.007932388033250564,0.006356338740447913,0.32354999323116473,0.005923968856867181
2085.5658421370467,0.006803918284965542,0.005631730967628796,0.17123642572094006,0.0018200448630898308
5218.666328934841,0.0066017599249004475,0.0029213003733678756,1.8988714647927292,0.0007017566571363008
8130.60644271533,0.004787663396935707,0.005398344859423039,8.141495493426326,3.8169146641196514e-05
1870.463446205283,0.004097922494783155,0.00865803774761668,3.1040841486121726,7.707457007678353e-06
1638.6841151049769,0.004029830293933114,0.0031720524104229464,4.58181321445487,1.1676815656016156e-05
6584.3269557838275,0.001355719517871018,0.0095856705159729,7.49918336132499,1.215106092365555e-07
5786.30063390167,0.007903657434181227,0.0038487490707095383,8.212977797006802,0.0002805130485617343
9241.682020201446,0.0014870190485559236,0.0022040102681789493,5.202926970922327,1.547446670813117e-06
1225.0230081851985,0.0023032572576119534,0.005760754186228871,4.7484903396386295,4.949245782330305e-07
9091.965378245435,0.004804879476514559,0.004219252698233482,8.57347673627637,5.2608405907028924e-05
7553.998706680134,0.005874970349153401,0.0011278481209101607,0.7468571100384305,0.0041953806229738195
7297.500382054189,0.004347650410008564,0.004789739594169404,2.7923769549949014,7.655376011755426e-05
8822.777374712237,0.007224168518717833,0.006100053184160734,6.538949425130018,0.00023657839418957848
6607.524885770279,0.0005764942001975934,0.00919794627540926,3.896167708653761,7.997420872311777e-09
8135.214377946056,0.005178946940607755,0.00811681677742489,4.594544335753899,6.162636398163594e-05
7556.866842336867,0.006734820016754694,0.005701300480910568,5.2619130602332955,0.00020351106761115335
8185.104991217222,0.009906639164448582,0.0014148817508129548,7.401175268030836,0.0029564373826584563
5547.4732481524325,0.004983153476991586,0.0038633301655186655,5.130827425774187,6.776772756225166e-05
3271.3021172220683,0.0011942118445858246,0.0014561219052106548,8.033570869932767,2.2335705426018307e-07
8060.0865747428725,0.0011866847238113274,0.008389622654871082,1.9404581467352517,3.8556205962406177e-07
2777.704833059016,0.003176812157784857,0.006789284446028758,9.985923892842422,1.6387015650145981e-06
958.2844395228398,0.007965420061437469,0.004604315353172486,6.8581741642507525,4.797505540954645e-05
8155.368994029506,0.006524907365850994,0.00396727520217461,1.071991838803216,0.001364951110448069
3666.794055184686,0.0013245953336414654,0.007507726817662055,0.9556487560113741,6.178350279693525e-07
4961.407250555682,0.003956617350594504,0.0068632456748736,3.934917902093591,1.76805490116052e-05
2560.0727750198294,0.005803968278963266,0.00486241695768006,1.114722062800494,0.00021047161007666909
792.9519546911847,0.0015227912415730729,0.0011228575264156842,0.79499258699169,1.8757739809267751e-06
3584.4464229043574,0.001560398336408606,0.002134451870691224,8.425730139232972,4.640128222343559e-07
6794.418122479023,0.0014757647443836243,0.004895542673189051,9.033792414280699,2.8616053010121237e-07
8068.22121786613,0.002461813817269978,0.008707067603356013,7.316958224974932,1.8266528160387068e-06
7843.541729803573,0.005008402782327946,0.0017453208106396102,9.85707044454929,0.00011265383022920984
4300.683663014486,0.008600774679384339,0.00837675103023372,1.7417379872947012,0.0006334162990150348
